,0
total_return,2.6166812624315465
ann_return,0.26459745654275046
ann_vol,0.17697700794910018
sharpe,1.4152941864956423
sortino,0.1324965950579525
max_drawdown,-0.2966334822482474
calmar,0.8920013160257931
win_rate,0.5565217391304348
profit_factor,1.2772276191644918
turnover,3.947208881378174
alpha,0.0
beta,0.0
var_95,-0.016965700034052133
cvar_95,-0.02402290202461291
