,0
total_return,0.86086212893832
ann_return,0.12008803439421123
ann_vol,0.14120222522803344
sharpe,0.8737457945211936
sortino,0.07986502796363691
max_drawdown,-0.24164831207108955
calmar,0.49695374805218173
win_rate,0.5362318840579711
profit_factor,1.1650107896065949
turnover,30.627412796020508
alpha,0.0
beta,0.0
var_95,-0.013484241161495446
cvar_95,-0.01978277475775584
test_spo_loss,0.011184263043105602
