Date,Open,High,Low,Close,Volume
2010-01-04,23.878620570947938,23.992437844531597,23.726866618247648,23.98484992980957,5580900
2010-01-05,23.946911424196152,24.030377042614145,23.749629974365234,23.749629974365234,5428600
2010-01-06,23.749624662091154,23.992433547973633,23.749624662091154,23.992433547973633,4883600
2010-01-07,23.901390915826713,24.075908660888672,23.848276945351085,24.075908660888672,6114600
2010-01-08,24.121424201507324,24.13659858037124,23.946905095731186,24.11383628845215,4284800
2010-01-11,24.24283505600471,24.280773185207856,24.144193604481565,24.25042152404785,4177700
2010-01-12,24.144198464999377,24.212488269110082,23.9848565535725,24.075908660888672,5791400
2010-01-13,24.136605600634716,24.470466635935516,24.129017685372556,24.394590377807617,8056100
2010-01-14,24.440108269378527,24.622215291212896,24.3490562057078,24.614625930786133,7801400
2010-01-15,24.52358248651282,24.66016207726952,24.303537268683254,24.44770622253418,9691800
2010-01-19,24.531165937826067,25.04712961862749,24.531165937826067,25.03954315185547,17749900
2010-01-20,25.123006883398705,25.16094500341324,24.637392000429426,24.827085494995117,16706200
2010-01-21,24.819495312402424,24.940899029124477,24.265590673952246,24.288352966308594,15057200
2010-01-22,24.212476768010216,24.447697735880848,23.97725724738605,24.022783279418945,13221000
2010-01-25,24.265590713256337,24.265590713256337,24.000019539779263,24.022783279418945,7485600
2010-01-26,23.93173506717343,24.007611317025074,23.757215929673237,23.886207580566406,9292600
2010-01-27,23.802739571308624,24.091073037010382,23.77238791847346,24.05313491821289,13238800
2010-01-28,24.129016006678402,24.15936766561543,23.833094568276135,23.901384353637695,12890200
2010-01-29,23.97725874292741,24.045548518859448,23.734451293945312,23.734451293945312,11902000
2010-02-01,23.77238891877452,23.939318674652657,23.673748937402557,23.871028900146484,6463000
2010-02-02,23.939318545172785,24.37181948320829,23.810326910386184,24.364233016967773,9894100
2010-02-03,24.28076942250445,24.3035317176002,23.962084265944213,24.037961959838867,5967400
2010-02-04,23.84067734456035,23.92414294140085,23.415764341751945,23.430938720703125,10027700
2010-02-05,23.362658969506143,23.506825029541496,22.96809602707397,23.393009185791016,14325900
2010-02-08,23.408177884991435,23.484055573453844,23.210896473887782,23.279186248779297,6971500
2010-02-09,23.57511191122517,23.673753358264065,23.27919046460208,23.46129608154297,8632900
2010-02-10,23.484056531309882,23.484056531309882,23.135019729045073,23.31712532043457,7047300
2010-02-11,23.165364273161547,23.55233907878647,23.135012626957483,23.47646141052246,4335600
2010-02-12,23.301953720370076,23.46888496153189,23.14261184171219,23.423358917236328,6966800
2010-02-16,23.65857316602456,23.65857316602456,23.385414067357004,23.62822151184082,5786100
2010-02-17,23.711689445949244,23.931734618686054,23.673751321734393,23.81032943725586,10161600
2010-02-18,23.817907805210172,23.93931149073449,23.757205962448015,23.924137115478516,5326600
2010-02-19,23.848259450214297,23.977251046989643,23.78755760745214,23.924137115478516,4369300
2010-02-22,24.007606040672957,24.007606040672957,23.704096766231057,23.855852127075195,6989700
2010-02-23,23.787564801812405,23.87861686987057,23.582695477811736,23.62822151184082,4313800
2010-02-24,23.696512655859284,23.84826804105443,23.613048496523906,23.80274200439453,4352100
2010-02-25,23.63580937975725,23.817914962768555,23.521993571281005,23.817914962768555,5437900
2010-02-26,23.855854049142696,23.954494028566348,23.76480053585075,23.825502395629883,8794500
2010-03-01,23.825501863688533,24.13659906901667,23.825501863688533,24.05313491821289,6249900
2010-03-02,24.091082074694075,24.235249585252113,24.06073041047259,24.136608123779297,5321100
2010-03-03,24.25041776604793,24.25041776604793,24.00002238926822,24.037961959838867,5066800
2010-03-04,24.06831554924897,24.083491379608553,23.871034096314943,23.962087631225586,10135600
2010-03-05,24.015204733846815,24.29595184326172,23.984854516401626,24.29595184326172,5832200
2010-03-08,24.303535043463047,24.303535043463047,24.144193167000807,24.15178108215332,4370700
2010-03-09,24.075906242583333,24.197310004975257,24.045556025608853,24.136608123779297,4838900
2010-03-10,24.15178108215332,24.23524670158411,24.113842953637597,24.15178108215332,4063400
2010-03-11,24.144193537927205,24.341476440429688,24.015201872846486,24.341476440429688,6033900
2010-03-12,24.379415633025133,24.379415633025133,24.09866854480948,24.15937042236328,4899700
2010-03-15,24.159358980011586,24.318700790405273,24.113832955219994,24.318700790405273,5500100
2010-03-16,24.318699835377185,24.402165416922493,24.227647789369737,24.38698959350586,5494000
2010-03-17,24.37182518477428,24.45529080541119,24.28077309612206,24.394590377807617,11159700
2010-03-18,24.39458369237545,24.629801764805713,24.333880386914142,24.561511993408203,7125700
2010-03-19,24.552377700805664,24.704641089089037,24.46102082950867,24.552377700805664,8386700
2010-03-22,24.590445335662686,24.887357375867566,24.590445335662686,24.712255477905273,7909200
2010-03-23,24.68180866937875,24.83407211303711,24.628516899725867,24.83407211303711,5713500
2010-03-24,24.788383905871285,24.818834257489243,24.567602157592773,24.567602157592773,6315000
2010-03-25,24.75031904338704,24.75031904338704,24.44579515905904,24.4686336517334,5120600
2010-03-26,24.529535138652864,24.529535138652864,24.2402350393385,24.285913467407227,6811000
2010-03-29,24.354443084082433,24.54477310180664,24.346829767206128,24.54477310180664,4818700
2010-03-30,24.54477310180664,24.575223465128428,24.445801434506386,24.54477310180664,3440100
2010-03-31,24.50670031891623,24.575218705440736,24.354438367155115,24.461023330688477,4834400
2010-04-01,24.59045156053541,24.64374332974549,24.46102952222053,24.598066329956055,5602900
2010-04-05,24.620894064745837,24.681797672563796,24.49146917883638,24.529537200927734,4655600
2010-04-06,24.46102099351153,24.559989728004084,24.45340622674589,24.514312744140625,3978900
2010-04-07,24.514319354584085,24.514319354584085,24.293537525766823,24.40773582458496,4733200
2010-04-08,24.331591369978764,24.37727124915197,24.232621202618844,24.31636619567871,4561700
2010-04-09,24.354444240927865,24.453414460837525,24.316379106829945,24.422964096069336,4155000
2010-04-12,24.39250535939514,24.49908887265143,24.34682546620691,24.35443878173828,4513500
2010-04-13,24.308764696345293,24.430574862490566,24.240246296377112,24.377283096313477,7279200
2010-04-14,24.39250688856487,24.39250688856487,24.202178344623228,24.293535232543945,6331200
2010-04-15,24.30876257405529,24.32398920651701,24.156499153621276,24.225017547607422,5119600
2010-04-16,24.194558670626193,24.26307704460685,23.966163606660288,24.080360412597656,8928300
2010-04-19,24.080372681667725,24.30115454411511,23.996629089094505,24.2783145904541,11270000
2010-04-20,24.362049633557497,24.400114755273403,24.24785281631846,24.33159637451172,5741100
2010-04-21,24.346826047478324,24.346826047478324,23.81390701638218,23.905263900756836,13931400
2010-04-22,23.783457047435256,23.791070364202803,23.4789316371918,23.631195068359375,4291800
2010-04-23,23.631190075183277,23.89003553012843,23.478926676188347,23.867197036743164,10974900
2010-04-26,23.9052520385209,23.96615708191227,23.593113509628765,23.61595344543457,7321500
2010-04-27,23.56267212246075,23.737774018048423,23.303825210682703,23.341890335083008,10692000
2010-04-28,23.509377246516284,23.593122256761863,23.29621024166035,23.494152069091797,10333300
2010-04-29,23.615965765979293,23.958556269252572,23.615965765979293,23.813907623291016,10236400
2010-04-30,23.88242167712439,23.92810011218028,23.509376525878906,23.509376525878906,12506600
2010-05-03,23.509375044641224,23.72254348162323,23.49414986864272,23.623573303222656,5629700
2010-05-04,23.516991649047068,23.707320170524216,23.387568196358952,23.486539840698242,14483400
2010-05-05,23.212473940964173,23.608357744366575,23.143955534525606,23.562679290771484,9627700
2010-05-06,23.486539332963478,23.555057715381324,21.72029092417314,22.9307804107666,21647700
2010-05-07,22.94600895694005,22.94600895694005,22.33695819281027,22.626256942749023,18182100
2010-05-10,23.02213354388519,23.47130888801876,23.02213354388519,23.235301971435547,13168100
2010-05-11,23.075429869613025,23.41802179404211,23.02213811516659,23.189626693725586,8829300
2010-05-12,23.38756860699177,23.395181922235494,23.159174958045668,23.379955291748047,6115800
2010-05-13,23.2962189496753,23.372350673620655,23.12872886657715,23.12872886657715,6872600
2010-05-14,22.999302693055288,23.1058876750029,22.63387220318495,22.816587448120117,13544100
2010-05-17,22.869880665139767,22.907945796633545,22.47399690840106,22.816587448120117,11950000
2010-05-18,22.968845865785187,23.00691098897201,22.611028770718402,22.633867263793945,11648200
2010-05-19,22.489220964390288,22.770906390180883,22.44354106932301,22.580577850341797,12608800
2010-05-20,22.268444303892093,22.38264116375009,21.86494718349585,21.872560501098633,15946600
2010-05-21,21.636549255030264,21.98675308408526,21.507125785142204,21.92584800720215,16465100
2010-05-24,21.834495365176586,22.108568990509266,21.712685187715806,21.872560501098633,10310900
2010-05-25,21.42337991837378,21.781198501586914,21.293956453569532,21.781198501586914,16411700
2010-05-26,21.910621463682958,22.001978347277245,21.621321277420922,21.644161224365234,12620400
2010-05-27,21.82687694731049,22.085723876953125,21.82687694731049,22.085723876953125,9438500
2010-05-28,22.078109524883896,22.199919668164217,21.90300762542987,21.97913932800293,13301500
2010-06-01,21.895398064556343,22.085726627580556,21.69745618476016,21.73552131652832,11633700
2010-06-02,21.925847903233155,22.230374738296266,21.743132673450226,22.207534790039062,10510200
2010-06-03,22.207534464143492,22.405476323193092,22.177081200247457,22.336957931518555,8442500
2010-06-04,21.994359055284413,22.05526411182854,21.606088775281446,21.682220458984375,11034700
2010-06-07,21.712678522793762,21.925845541870466,21.65177345275879,21.65177345275879,9478700
2010-06-08,21.65938633496948,21.7355165819225,21.43860455294985,21.70506477355957,10571000
2010-06-09,21.735525495570197,21.857335683158535,21.529971711572365,21.606101989746094,8428600
2010-06-10,21.811654793546197,22.070501776329525,21.811654793546197,22.017210006713867,6967900
2010-06-11,21.956290924826842,22.2379762281332,21.948677612292766,22.19991111755371,7042100
2010-06-14,22.268435054026092,22.443536929880636,22.23036993391554,22.23798179626465,6416400
2010-06-15,22.34456881488922,22.63386752994853,22.336955499744057,22.618640899658203,4921200
2010-06-16,22.55012490313267,22.732840117923256,22.4968316949054,22.7023868560791,5576900
2010-06-17,22.740460531582574,22.740460531582574,22.50445203489712,22.732847213745117,5710800
2010-06-18,22.771868699106967,22.771868699106967,22.565268735208914,22.61117935180664,6962900
2010-06-21,22.848382591851003,22.90194520993421,22.45813878363808,22.57291603088379,7458600
2010-06-22,22.59586738698601,22.756555207974735,22.32040088303782,22.35100746154785,7226400
2010-06-23,22.36631675230354,22.404576808798492,22.144414262520517,22.259191513061523,6431100
2010-06-24,22.159706270463236,22.28978748164152,22.067885097555756,22.098491668701172,10192000
2010-06-25,22.09850237780099,22.312754317531915,22.021985183121032,22.19797706604004,8439200
2010-06-28,22.213281640682002,22.34336291813068,22.02198573028524,22.159717559814453,6556200
2010-06-29,21.930165183210537,21.976075797517108,21.631744001009665,21.754173278808594,15076600
2010-06-30,21.64704313404729,21.853641581478115,21.532264435009093,21.578176498413086,9503400
2010-07-01,21.53991845273182,21.53991845273182,21.034897384002775,21.394533157348633,23346200
2010-07-02,21.43278367651004,21.59347146347859,21.325658485197675,21.448087692260742,10103400
2010-07-06,21.59348206365233,21.72356334244725,21.379231575852696,21.55522346496582,11667300
2010-07-07,21.578181697038943,21.999032163331208,21.47105498275906,21.976076126098633,8794500
2010-07-08,22.052592317023297,22.213281640682002,22.006681707180228,22.159717559814453,7165200
2010-07-09,22.2056277132288,22.220931735013384,22.09850102020856,22.213279724121094,4261600
2010-07-12,22.167362486742665,22.25153312744758,22.0908453146162,22.17501449584961,5026200
2010-07-13,22.305098942488097,22.48109079886696,22.305098942488097,22.343358993530273,5439300
2010-07-14,22.27449236112607,22.38926959530917,22.15971366747126,22.343358993530273,5958300
2010-07-15,22.33571468366831,22.46579598311444,22.19798137137568,22.412233352661133,4594500
2010-07-16,22.305104718686444,22.442838019162686,21.914860853827797,21.94546890258789,9790100
2010-07-19,22.037290843397198,22.129113533178216,21.94546961308832,22.04494285583496,5391900
2010-07-20,21.79243058385487,21.991378513305886,21.670001313342247,21.983726501464844,8178400
2010-07-21,21.976073974304217,22.044940619786708,21.578179584204488,21.62409019470215,14343400
2010-07-22,21.83834422596664,21.983728082989373,21.677654884688707,21.761825561523438,10500800
2010-07-23,21.754173278808594,21.80773590541161,21.555225337517307,21.754173278808594,8858800
2010-07-26,21.845988160870384,22.106150665480452,21.77712152968115,22.06789207458496,10261500
2010-07-27,22.113813040980798,22.16737567712962,21.991383741362807,22.090858459472656,6225700
2010-07-28,22.052591515781728,22.12145815778017,21.75417037343641,21.792428970336914,9662900
2010-07-29,21.914857685470572,22.06024297711765,21.669999168678793,21.777124404907227,10540100
2010-07-30,21.57818234443524,21.95312220698357,21.494011664862615,21.861299514770508,7539400
2010-08-02,22.098502733269303,22.289798641990192,22.090852181255794,22.27449607849121,11733200
2010-08-03,22.305104006931426,22.542310539364536,22.305104006931426,22.458141326904297,10266000
2010-08-04,22.473440016536593,22.710646492666758,22.435179965888693,22.680038452148438,9458100
2010-08-05,22.603525341915137,22.687694549560547,22.511702663289647,22.687694549560547,4285100
2010-08-06,22.46578944942482,22.75655855566696,22.40457482392796,22.73360252380371,8894200
2010-08-09,22.878991905839822,22.878991905839822,22.680043972462006,22.794822692871094,4061700
2010-08-10,22.634134793594,22.94020799530299,22.54231210334523,22.848386764526367,8692600
2010-08-11,22.53465808193748,22.565264667661516,22.228583467865562,22.259191513061523,13216600
2010-08-12,22.083194426566642,22.412223537511075,22.0296318195704,22.35100746154785,9553700
2010-08-13,22.20562726200514,22.351011087588915,22.167367208321135,22.266841888427734,4340300
2010-08-16,22.136763161221143,22.213281817884656,21.983725847894114,22.152067184448242,4641300
2010-08-17,22.282149430565926,22.542310539364536,22.220934794471187,22.458141326904297,7183200
2010-08-18,22.419883997864343,22.59587737511034,22.2821521444798,22.427536010742188,4410100
2010-08-19,22.30509706906978,22.343357116898474,21.945461376309638,22.014328002929688,8736200
2010-08-20,21.983723410294434,22.00667944258967,21.800079530347997,21.93781280517578,5606200
2010-08-23,22.07554299219938,22.24388282706922,22.014328374112928,22.037282943725586,6570800
2010-08-24,21.80007456003436,21.807726569054818,21.494001496573503,21.562868118286133,12112600
2010-08-25,21.4710512589175,21.868947078440087,21.440444674054472,21.777124404907227,10713000
2010-08-26,21.89190531340282,21.89190531340282,21.555224089217496,21.639394760131836,6566000
2010-08-27,21.70061162773787,21.868951527410943,21.425145010570862,21.861299514770508,7200700
2010-08-30,21.861295345762723,21.884251379306257,21.58582878112793,21.58582878112793,5835000
2010-08-31,21.555220099549093,21.66999733716044,21.455746882811727,21.501657485961914,8756200
2010-09-01,21.708260024996076,22.03728775690416,21.708260024996076,21.9990291595459,10345200
2010-09-02,22.037281416654505,22.152060094650693,21.976066802809914,22.113800048828125,6003300
2010-09-03,22.190324688015764,22.3357099825549,22.18267267677982,22.320405960083008,6604700
2010-09-07,22.29745002214472,22.29745002214472,22.14441417518425,22.190324783325195,3954000
2010-09-08,22.159716373455087,22.38162031818186,22.152065821784138,22.312753677368164,6850700
2010-09-09,22.473441993655204,22.618825820492372,22.45048596124689,22.549959182739258,6305700
2010-09-10,22.54995271091303,22.802463157046777,22.54995271091303,22.779508590698242,5453100
2010-09-13,22.901950763386466,22.940209368588334,22.71830683136747,22.833084106445312,5947100
2010-09-14,22.756565776856117,23.0014243565429,22.733609737708385,22.909603118896484,8386700
2010-09-15,22.856038638421587,23.131503788553392,22.825430588700197,23.123851776123047,4894200
2010-09-16,22.99376813999031,23.070286797022074,22.917250942430535,23.032028198242188,4913900
2010-09-17,23.112008724051783,23.18122950157553,22.981258529504373,23.027406692504883,6038900
2010-09-20,23.12739962099399,23.381208739314705,23.05048745578036,23.33506202697754,5467800
2010-09-21,23.335056348960048,23.473497919262698,23.250452841113503,23.350439071655273,7579700
2010-09-22,23.32736180468451,23.488877436991814,23.29659783046887,23.388891220092773,5875600
2010-09-23,23.24276263051301,23.427350911063098,23.219690012305033,23.265836715698242,8156800
2010-09-24,23.45043412090313,23.596567116649332,23.41967012899635,23.58118438720703,5571100
2010-09-27,23.58117856015159,23.58117856015159,23.388898890569806,23.404281616210938,4840600
2010-09-28,23.45811793805419,23.642706231037664,23.30429362707929,23.596559524536133,5634600
2010-09-29,23.51194953918457,23.604244393776707,23.42734604472319,23.51194953918457,7966300
2010-09-30,23.596562885927277,23.750385751837293,23.365826386595913,23.450429916381836,8680300
2010-10-01,23.61963550897612,23.65040096234466,23.3273710368628,23.450429916381836,8791700
2010-10-04,23.43504836135818,23.48888790744489,23.158166602086126,23.219696044921875,6193600
2010-10-05,23.53503644556066,23.688859331074436,23.41197755035854,23.65040397644043,6786200
2010-10-06,23.59655464263152,23.681158142861786,23.48118716675746,23.55809783935547,5800000
2010-10-07,23.650396658901997,23.719617449408187,23.535029163717446,23.604249954223633,6052000
2010-10-08,23.61962903900915,23.727306629326073,23.565790977339265,23.6657772064209,3678600
2010-10-11,23.65040024275796,23.719621043753502,23.596562167978654,23.68116569519043,2452400
2010-10-12,23.635014370233783,23.79653004004815,23.535029597093324,23.735000610351562,3194600
2010-10-13,23.834984532954902,23.981117473386128,23.773455105453955,23.904205322265625,3323600
2010-10-14,23.873445470420304,23.981121620422996,23.75038512716041,23.858062744140625,5111500
2010-10-15,23.911897346963347,24.027264843353695,23.804221212595998,23.958044052124023,5880600
2010-10-18,23.988805965239056,24.188776947437454,23.95034916079104,24.18108558654785,7161000
2010-10-19,23.988816419003896,23.988816419003896,23.61194837304563,23.72731590270996,8833000
2010-10-20,23.781155627769728,24.05803889166811,23.719626176567623,23.950361251831055,5489400
2010-10-21,24.050341503562127,24.1272536650468,23.834987744800525,24.011884689331055,5983600
2010-10-22,24.08879400212247,24.08879400212247,23.95804378315402,24.019573211669922,4671900
2010-10-25,24.15032386779785,24.33491215668689,24.127251248547545,24.15032386779785,6532600
2010-10-26,24.096485094917306,24.096485094917306,23.96573487740925,24.08110237121582,4005800
2010-10-27,23.98881465651474,24.034961371594466,23.78884360186576,23.93497657775879,5489900
2010-10-28,24.073415756225586,24.158019286288816,23.94266551293585,24.073415756225586,5007000
2010-10-29,24.011887893278324,24.05034471264075,23.881137641401384,23.973432540893555,6751200
2010-11-01,24.104182792770494,24.227241680774945,23.8503736528891,23.973432540893555,6943700
2010-11-02,24.165709157520187,24.227238593682188,24.142635068842885,24.204164505004883,5303500
2010-11-03,24.28107479580029,24.28107479580029,23.973427638698244,24.219545364379883,8271300
2010-11-04,24.396442686187807,24.404134048610434,24.265692458957925,24.33491325378418,7898400
2010-11-05,24.38875513934215,24.38875513934215,24.09649065644501,24.188785552978516,10241400
2010-11-08,24.158020381318895,24.26569653938732,24.073416847420773,24.127256393432617,7745100
2010-11-09,24.196476879589202,24.196476879589202,23.97343318916636,24.027271270751953,7484100
2010-11-10,24.058030021353165,24.058030021353165,23.788838221479622,24.019573211669922,6532400
2010-11-11,23.904204524560356,24.104175524009538,23.842675099112704,24.08879280090332,5827800
2010-11-12,23.942666024608744,23.98112284226732,23.758077700780365,23.788843154907227,6763900
2010-11-15,23.87344000937605,23.927278072061952,23.75807105564662,23.796527862548828,4181900
2010-11-16,23.642709599002526,23.719621765446313,23.381209113280185,23.450429916381836,12265400
2010-11-17,23.488880157470703,23.58117355778402,23.4427319903369,23.488880157470703,5810200
2010-11-18,23.627328988512172,23.8734482365716,23.558108179210723,23.819608688354492,5721600
2010-11-19,23.796527554662692,23.85805697793295,23.70423268626872,23.842674255371094,5078100
2010-11-22,23.811911688702445,23.873442586387906,23.619632034367402,23.85036849975586,7405200
2010-11-23,23.60425682095256,23.650403539055493,23.49657918940876,23.504270553588867,9030600
2010-11-24,23.596565644562993,23.7426986311926,23.596565644562993,23.72731590270996,5591000
2010-11-26,23.604243459986513,23.635007432315565,23.48887599654302,23.51963996887207,2863600
2010-11-29,23.381208794599633,23.54272448862792,23.18123775136237,23.4965763092041,7439200
2010-11-30,23.24276838630236,23.427356712563505,23.21200439874764,23.281225204467773,8214800
2010-12-01,23.54272756185149,23.765771256938827,23.54272756185149,23.72731590270996,8571300
2010-12-02,23.765762817218388,23.911895751953125,23.71961611513586,23.911895751953125,5519300
2010-12-03,23.81190951930091,23.927278474973036,23.79652826325821,23.911895751953125,7769400
2010-12-06,23.82730033894252,23.858065795436584,23.735006903415755,23.758079528808594,5092200
2010-12-07,23.927278965536132,23.942660221894187,23.742690686444348,23.773454666137695,6938200
2010-12-08,23.804219223929266,23.834983202473847,23.68116037579658,23.796527862548828,5222000
2010-12-09,23.87343872316526,23.87343872316526,23.758069775651474,23.83498191833496,3670300
2010-12-10,23.87344753965743,24.08879985832854,23.87344753965743,24.06572723388672,5730100
2010-12-13,24.119560199326866,24.219544973655506,24.07341202627303,24.104177474975586,9561500
2010-12-14,24.188783704984324,24.411827365185466,24.18109234194601,24.350297927856445,5587600
2010-12-15,24.258000930057506,24.434897852934096,24.25030956815279,24.27338218688965,5816700
2010-12-16,24.281080721788275,24.450287799723732,24.181095921444545,24.442596435546875,5071800
2010-12-17,24.44568393704154,24.484338760375977,24.30652421369838,24.484338760375977,6012600
2010-12-20,24.538464529087072,24.553927053565285,24.37611244582833,24.47661590576172,3241800
2010-12-21,24.49979914834479,24.51526019158144,24.414756774902344,24.414756774902344,2946300
2010-12-22,24.407027639120113,24.484338760375977,24.383835334954245,24.484338760375977,2646000
2010-12-23,24.437954226647914,24.507534092730356,24.437954226647914,24.4688777923584,2874100
2010-12-27,24.430220425530013,24.4456829440705,24.345178048144238,24.422489166259766,835200
